BilledCost,BillingAccountId,BillingAccountName,BillingAccountType,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,CapacityReservationId,CapacityReservationStatus,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountQuantity,CommitmentDiscountStatus,CommitmentDiscountType,CommitmentDiscountUnit,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceId,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingCurrency,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,ServiceSubcategory,SkuId,SkuMeter,SkuPriceDetails,SkuPriceId,SubAccountId,SubAccountName,SubAccountType,Tags,x_AccountName,x_BilledCostInUsd,x_BillingProfileName,x_CostCenter,x_EffectiveCostInUsd,x_InvoiceSectionName,x_PublisherCategory,x_ResourceGroupName,x_SkuMeterCategory,x_SkuMeterName,x_SkuServiceFamily
21.47,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Datadog — Pro Host Hours,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,705465.060,Hours,21.47,0.000030,21.47,G019283746,Microsoft,0.00,0.000000,Standard,EUR,705465.060,Hours,Microsoft,Datadog,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-monitors/providers/datadog.monitor/monitors/monitors-0529,monitors-0529,Datadog.Monitor/monitors,Management and Governance,Datadog Pro,Observability,DZH318Z0C1WY,Pro Host Hours,"{""MeterId"":""DZH318Z0C1WY"",""TierMinimumUnits"":0}",DZH318Z0C1WY/Pro-Host-Hours,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""data-eng"",""System"":""ledger"",""Environment"":""staging""}",Platform Production,23.40,Acme Corp Billing Profile,cc-2087,23.40,Engineering,Marketplace,rg-acme-monitors,Datadog Pro,Pro Host Hours,Management and Governance
13.37,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines D4s v5 Compute Hours,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,30.150,Hours,13.37,0.443449,13.37,G019283746,Microsoft,18.47,0.612604,Standard,EUR,30.150,Hours,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0210,virtualmachines-0210,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""platform"",""System"":""risk-engine"",""Environment"":""staging""}",Development Sandbox,14.57,Acme Corp Billing Profile,cc-2087,14.57,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
103.59,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,135.090,GB,103.59,0.766822,103.59,G019283746,Microsoft,121.57,0.899919,Standard,EUR,135.090,GB,Microsoft,Microsoft,westeurope,West Europe,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0293,workspaces-0293,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""payments"",""System"":""event-bus"",""Environment"":""production""}",Development Sandbox,112.91,Acme Corp Billing Profile,cc-2087,112.91,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
141.13,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure SQL Database vCore General Purpose,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,396.520,Hours,141.13,0.355922,141.13,G019283746,Microsoft,180.76,0.455866,Standard,EUR,396.520,Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-databases/providers/microsoft.sql/databases/databases-0140,databases-0140,Microsoft.Sql/servers/databases,Databases,Azure SQL Database,Relational Databases,DZH318Z0BPZ2,vCore General Purpose,"{""MeterId"":""DZH318Z0BPZ2"",""TierMinimumUnits"":0}",DZH318Z0BPZ2/vCore-General-Purpose,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""security"",""System"":""risk-engine"",""Environment"":""sandbox""}",Platform Production,153.83,Acme Corp Billing Profile,cc-2087,153.83,Engineering,Microsoft,rg-acme-databases,Azure SQL Database,vCore General Purpose,Databases
21.04,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines D4s v5 Compute Hours,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,531.350,Hours,21.04,0.039597,21.04,G019283746,Microsoft,24.80,0.046674,Standard,EUR,531.350,Hours,Microsoft,Microsoft,westeurope,West Europe,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0121,virtualmachines-0121,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,"{""Team"":""payments"",""System"":""event-bus"",""Environment"":""production""}",Payments Production,22.93,Acme Corp Billing Profile,cc-2087,22.93,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
139.63,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Blob Storage Hot LRS Data Stored,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,335.820,GB/Month,139.63,0.415788,139.63,G019283746,Microsoft,160.50,0.477935,Standard,EUR,335.820,GB/Month,Microsoft,Microsoft,westus2,West US 2,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-storageaccounts/providers/microsoft.storage/storageaccounts/storageaccounts-0281,storageaccounts-0281,Microsoft.Storage/storageAccounts,Storage,Azure Blob Storage,Object Storage,DZH318Z0BNZ4,Hot LRS Data Stored,"{""MeterId"":""DZH318Z0BNZ4"",""TierMinimumUnits"":0}",DZH318Z0BNZ4/Hot-LRS-Data-Stored,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""security"",""System"":""ledger"",""Environment"":""staging""}",Data Analytics,152.20,Acme Corp Billing Profile,cc-2087,152.20,Engineering,Microsoft,rg-acme-storageaccounts,Azure Blob Storage,Hot LRS Data Stored,Storage
77.76,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Blob Storage Hot LRS Data Stored,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,224.540,GB/Month,77.76,0.346308,77.76,G019283746,Microsoft,100.90,0.449363,Standard,EUR,224.540,GB/Month,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-storageaccounts/providers/microsoft.storage/storageaccounts/storageaccounts-0156,storageaccounts-0156,Microsoft.Storage/storageAccounts,Storage,Azure Blob Storage,Object Storage,DZH318Z0BNZ4,Hot LRS Data Stored,"{""MeterId"":""DZH318Z0BNZ4"",""TierMinimumUnits"":0}",DZH318Z0BNZ4/Hot-LRS-Data-Stored,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,{},Payments Production,84.76,Acme Corp Billing Profile,cc-2087,84.76,Engineering,Microsoft,rg-acme-storageaccounts,Azure Blob Storage,Hot LRS Data Stored,Storage
0.00,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines usage covered by ri-d4sv5-westeurope-3yr,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,Usage,/providers/Microsoft.Capacity/reservationOrders/9d4a6c31-77b2-4f0e-9c1a-6b8e2d5f3a10/reservations/4c7f1b8e-2a93-4d6c-8e05-1f7b9a3c6d24,ri-d4sv5-westeurope-3yr,4.000000,Used,Reservation,Hours,13.030,Hours,16.50,1.266309,16.50,G019283746,Microsoft,26.61,2.042210,Committed,EUR,13.030,Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0915,virtualmachines-0915,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""data-eng"",""System"":""ledger"",""Environment"":""sandbox""}",Data Analytics,0.00,Acme Corp Billing Profile,cc-2087,17.99,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
23.57,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Datadog — Pro Host Hours,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,939.660,Hours,23.57,0.025084,23.57,G019283746,Microsoft,0.00,0.000000,Standard,EUR,939.660,Hours,Microsoft,Datadog,westus2,West US 2,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-monitors/providers/datadog.monitor/monitors/monitors-0543,monitors-0543,Datadog.Monitor/monitors,Management and Governance,Datadog Pro,Observability,DZH318Z0C1WY,Pro Host Hours,"{""MeterId"":""DZH318Z0C1WY"",""TierMinimumUnits"":0}",DZH318Z0C1WY/Pro-Host-Hours,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""data-eng"",""System"":""risk-engine"",""Environment"":""sandbox""}",Data Analytics,25.69,Acme Corp Billing Profile,cc-2087,25.69,Engineering,Marketplace,rg-acme-monitors,Datadog Pro,Pro Host Hours,Management and Governance
68.38,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,12.340,GB,68.38,5.541329,68.38,G019283746,Microsoft,79.36,6.431118,Standard,EUR,12.340,GB,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0236,workspaces-0236,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""payments"",""System"":""api-gateway"",""Environment"":""production""}",Development Sandbox,74.53,Acme Corp Billing Profile,cc-2087,74.53,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
104.82,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure SQL Database vCore General Purpose,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,32.610,Hours,104.82,3.214351,104.82,G019283746,Microsoft,125.41,3.845753,Standard,EUR,32.610,Hours,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-databases/providers/microsoft.sql/databases/databases-0138,databases-0138,Microsoft.Sql/servers/databases,Databases,Azure SQL Database,Relational Databases,DZH318Z0BPZ2,vCore General Purpose,"{""MeterId"":""DZH318Z0BPZ2"",""TierMinimumUnits"":0}",DZH318Z0BPZ2/vCore-General-Purpose,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,{},Data Analytics,114.25,Acme Corp Billing Profile,cc-2087,114.25,Engineering,Microsoft,rg-acme-databases,Azure SQL Database,vCore General Purpose,Databases
25.62,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines D4s v5 Compute Hours,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,18.090,Hours,25.62,1.416252,25.62,G019283746,Microsoft,32.96,1.822001,Standard,EUR,18.090,Hours,Microsoft,Microsoft,westus2,West US 2,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0149,virtualmachines-0149,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""data-eng"",""System"":""event-bus"",""Environment"":""sandbox""}",Platform Production,27.93,Acme Corp Billing Profile,cc-2087,27.93,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
112.14,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Blob Storage Hot LRS Data Stored,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,658.630,GB/Month,112.14,0.170263,112.14,G019283746,Microsoft,122.66,0.186235,Standard,EUR,658.630,GB/Month,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-storageaccounts/providers/microsoft.storage/storageaccounts/storageaccounts-0424,storageaccounts-0424,Microsoft.Storage/storageAccounts,Storage,Azure Blob Storage,Object Storage,DZH318Z0BNZ4,Hot LRS Data Stored,"{""MeterId"":""DZH318Z0BNZ4"",""TierMinimumUnits"":0}",DZH318Z0BNZ4/Hot-LRS-Data-Stored,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""platform"",""System"":""risk-engine"",""Environment"":""production""}",Data Analytics,122.23,Acme Corp Billing Profile,cc-2087,122.23,Engineering,Microsoft,rg-acme-storageaccounts,Azure Blob Storage,Hot LRS Data Stored,Storage
70.11,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,71.200,GB,70.11,0.984691,70.11,G019283746,Microsoft,91.91,1.290871,Standard,EUR,71.200,GB,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0330,workspaces-0330,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""data-eng"",""System"":""event-bus"",""Environment"":""sandbox""}",Data Analytics,76.42,Acme Corp Billing Profile,cc-2087,76.42,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
133.74,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Functions Execution Time,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,562.420,GB Seconds,133.74,0.237794,133.74,G019283746,Microsoft,158.29,0.281444,Standard,EUR,562.420,GB Seconds,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-sites/providers/microsoft.web/sites/sites-0372,sites-0372,Microsoft.Web/sites,Compute,Azure Functions,Serverless Compute,DZH318Z0BQ6R,Execution Time,"{""MeterId"":""DZH318Z0BQ6R"",""TierMinimumUnits"":0}",DZH318Z0BQ6R/Execution-Time,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""data-eng"",""System"":""risk-engine"",""Environment"":""staging""}",Data Analytics,145.78,Acme Corp Billing Profile,cc-2087,145.78,Engineering,Microsoft,rg-acme-sites,Azure Functions,Execution Time,Compute
0.00,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines usage covered by ri-d4sv5-westeurope-3yr,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,Usage,/providers/Microsoft.Capacity/reservationOrders/9d4a6c31-77b2-4f0e-9c1a-6b8e2d5f3a10/reservations/4c7f1b8e-2a93-4d6c-8e05-1f7b9a3c6d24,ri-d4sv5-westeurope-3yr,4.000000,Used,Reservation,Hours,23.350,Hours,16.03,0.686510,16.03,G019283746,Microsoft,25.85,1.107066,Committed,EUR,23.350,Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0913,virtualmachines-0913,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""platform"",""System"":""event-bus"",""Environment"":""sandbox""}",Platform Production,0.00,Acme Corp Billing Profile,cc-2087,17.47,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
20.16,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Datadog — Pro Host Hours,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,234877.140,Hours,20.16,0.000086,20.16,G019283746,Microsoft,0.00,0.000000,Standard,EUR,234877.140,Hours,Microsoft,Datadog,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-monitors/providers/datadog.monitor/monitors/monitors-0516,monitors-0516,Datadog.Monitor/monitors,Management and Governance,Datadog Pro,Observability,DZH318Z0C1WY,Pro Host Hours,"{""MeterId"":""DZH318Z0C1WY"",""TierMinimumUnits"":0}",DZH318Z0C1WY/Pro-Host-Hours,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""security"",""System"":""ledger"",""Environment"":""production""}",Platform Production,21.97,Acme Corp Billing Profile,cc-2087,21.97,Engineering,Marketplace,rg-acme-monitors,Datadog Pro,Pro Host Hours,Management and Governance
47.65,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,142.210,GB,47.65,0.335068,47.65,G019283746,Microsoft,58.49,0.411293,Standard,EUR,142.210,GB,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0217,workspaces-0217,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""payments"",""System"":""event-bus"",""Environment"":""production""}",Platform Production,51.94,Acme Corp Billing Profile,cc-2087,51.94,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
46.99,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,452.050,GB,46.99,0.103949,46.99,G019283746,Microsoft,57.71,0.127663,Standard,EUR,452.050,GB,Microsoft,Microsoft,westus2,West US 2,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0452,workspaces-0452,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""security"",""System"":""ledger"",""Environment"":""sandbox""}",Development Sandbox,51.22,Acme Corp Billing Profile,cc-2087,51.22,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
156.25,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,27.100,GB,156.25,5.765683,156.25,G019283746,Microsoft,180.79,6.671218,Standard,EUR,27.100,GB,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0283,workspaces-0283,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""platform"",""System"":""risk-engine"",""Environment"":""sandbox""}",Data Analytics,170.31,Acme Corp Billing Profile,cc-2087,170.31,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
99.72,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Cosmos DB RU/s Provisioned Throughput,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,521.350,100 RU/s Hours,99.72,0.191273,99.72,G019283746,Microsoft,115.84,0.222192,Standard,EUR,521.350,100 RU/s Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-databaseaccounts/providers/microsoft.documentdb/databaseaccounts/databaseaccounts-0445,databaseaccounts-0445,Microsoft.DocumentDB/databaseAccounts,Databases,Azure Cosmos DB,NoSQL Databases,DZH318Z0BPZ7,RU/s Provisioned Throughput,"{""MeterId"":""DZH318Z0BPZ7"",""TierMinimumUnits"":0}",DZH318Z0BPZ7/RU/s-Provisioned-Throughput,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,{},Payments Production,108.69,Acme Corp Billing Profile,cc-2087,108.69,Engineering,Microsoft,rg-acme-databaseaccounts,Azure Cosmos DB,RU/s Provisioned Throughput,Databases
57.32,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Cosmos DB RU/s Provisioned Throughput,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,100.090,100 RU/s Hours,57.32,0.572685,57.32,G019283746,Microsoft,64.11,0.640524,Standard,EUR,100.090,100 RU/s Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-databaseaccounts/providers/microsoft.documentdb/databaseaccounts/databaseaccounts-0350,databaseaccounts-0350,Microsoft.DocumentDB/databaseAccounts,Databases,Azure Cosmos DB,NoSQL Databases,DZH318Z0BPZ7,RU/s Provisioned Throughput,"{""MeterId"":""DZH318Z0BPZ7"",""TierMinimumUnits"":0}",DZH318Z0BPZ7/RU/s-Provisioned-Throughput,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""security"",""System"":""ledger"",""Environment"":""staging""}",Platform Production,62.48,Acme Corp Billing Profile,cc-2087,62.48,Engineering,Microsoft,rg-acme-databaseaccounts,Azure Cosmos DB,RU/s Provisioned Throughput,Databases
